driver_age,gender,annual_mileage,territory,prior_claims_3yrs,current_claim_count,age_group,total_claims_3yrs,mileage_category
58,F,18694,urban,0,0,41-60,0,medium
46,M,8460,suburban,0,0,41-60,0,low
47,M,26752,rural,0,0,41-60,0,high
27,M,19259,urban,0,0,26-40,0,medium
62,F,15101,urban,0,0,60+,0,medium
75,F,17847,urban,0,0,60+,0,medium
92,F,21413,suburban,1,0,60+,1,high
28,F,14230,suburban,0,0,26-40,0,medium
35,F,18982,rural,0,0,26-40,0,medium
23,F,17901,urban,2,0,16-25,2,medium
17,M,23188,rural,1,0,16-25,1,high
54,F,12673,suburban,0,0,41-60,0,medium
42,F,11722,urban,0,0,41-60,0,medium
75,F,17681,suburban,0,0,60+,0,medium
71,M,19144,suburban,1,0,60+,1,medium
65,F,12006,urban,1,0,60+,1,medium
67,F,21155,rural,0,0,60+,0,high
49,F,15694,suburban,0,0,41-60,0,medium
42,F,31331,rural,0,0,41-60,0,very_high
47,F,16791,suburban,0,0,41-60,0,medium
69,M,10614,urban,0,0,60+,0,medium
53,F,6333,urban,0,0,41-60,0,low
37,M,23225,suburban,0,0,26-40,0,high
49,M,22717,rural,0,0,41-60,0,high
45,F,21420,urban,0,0,41-60,0,high
20,M,16998,urban,1,0,16-25,1,medium
18,M,20678,suburban,3,0,16-25,3,high
28,M,23609,suburban,1,0,26-40,1,high
67,F,27639,rural,1,0,60+,1,high
26,F,15359,suburban,0,0,26-40,0,medium
35,F,18765,urban,0,1,26-40,1,medium
50,M,25288,rural,0,0,41-60,0,high
41,M,19565,suburban,0,0,41-60,0,medium
72,F,19742,suburban,0,0,60+,0,medium
26,F,7786,suburban,0,0,26-40,0,low
27,F,19284,urban,1,1,26-40,2,medium
39,M,18677,suburban,0,0,26-40,0,medium
39,M,28102,rural,0,0,26-40,0,high
34,F,19900,suburban,2,0,26-40,2,medium
72,F,16086,urban,0,0,60+,0,medium
21,M,16582,urban,0,0,16-25,0,medium
57,F,15625,suburban,0,0,41-60,0,medium
36,M,11921,suburban,0,0,26-40,0,medium
56,M,16078,urban,0,0,41-60,0,medium
50,F,16433,urban,1,0,41-60,1,medium
22,F,20384,rural,0,1,16-25,1,high
43,F,12605,urban,0,0,41-60,0,medium
78,F,16555,urban,1,0,60+,1,medium
19,M,17548,rural,1,0,16-25,1,medium
34,F,21800,urban,1,1,26-40,2,high
24,M,17239,suburban,1,0,16-25,1,medium
23,F,10058,urban,0,0,16-25,0,medium
77,M,17274,rural,0,0,60+,0,medium
28,M,13862,urban,0,0,26-40,0,medium
52,M,14493,suburban,0,0,41-60,0,medium
16,F,15894,suburban,0,0,16-25,0,medium
31,M,20367,urban,0,0,26-40,0,high
27,F,4928,urban,0,0,26-40,0,low
20,F,15919,rural,1,0,16-25,1,medium
53,F,14793,suburban,0,0,41-60,0,medium
55,F,18534,suburban,1,0,41-60,1,medium
17,M,13521,urban,2,0,16-25,2,medium
28,M,17556,suburban,0,0,26-40,0,medium
77,M,29641,rural,1,0,60+,1,high
69,F,13382,urban,0,0,60+,0,medium
77,M,16553,suburban,0,0,60+,0,medium
16,M,20708,suburban,1,0,16-25,1,high
92,F,19932,suburban,1,0,60+,1,medium
70,M,16631,suburban,0,0,60+,0,medium
66,F,18411,suburban,0,0,60+,0,medium
36,M,17169,urban,1,0,26-40,1,medium
56,F,15413,urban,0,0,41-60,0,medium
61,F,9329,suburban,0,0,60+,0,low
24,F,7881,suburban,0,0,16-25,0,low
53,M,18156,suburban,0,1,41-60,1,medium
63,M,19199,urban,0,0,60+,0,medium
61,F,18912,urban,0,0,60+,0,medium
61,M,10295,suburban,1,0,60+,1,medium
81,F,15187,urban,0,0,60+,0,medium
74,M,28243,rural,0,0,60+,0,high
19,M,12032,urban,0,0,16-25,0,medium
75,F,25936,suburban,0,0,60+,0,high
31,F,25269,suburban,2,0,26-40,2,high
59,M,18001,suburban,0,0,41-60,0,medium
66,M,17534,rural,1,0,60+,1,medium
45,M,10422,urban,0,0,41-60,0,medium
31,F,15706,urban,1,0,26-40,1,medium
86,F,9524,urban,1,0,60+,1,low
30,M,22690,suburban,0,0,26-40,0,high
53,M,9627,urban,0,0,41-60,0,low
75,F,15164,urban,0,0,60+,0,medium
64,M,24752,suburban,1,0,60+,1,high
76,M,9047,rural,0,0,60+,0,low
49,M,26751,rural,0,0,41-60,0,high
40,F,16904,suburban,1,0,26-40,1,medium
59,F,17861,urban,0,1,41-60,1,medium
42,F,11520,suburban,0,0,41-60,0,medium
44,F,17233,urban,0,0,41-60,0,medium
47,F,17565,urban,0,0,41-60,0,medium
75,M,10938,urban,2,0,60+,2,medium
70,F,9940,suburban,0,0,60+,0,low
46,M,9531,suburban,1,0,41-60,1,low
32,F,20762,rural,0,0,26-40,0,high
54,M,12405,urban,2,0,41-60,2,medium
61,M,29852,rural,0,0,60+,0,high
55,M,15781,urban,0,0,41-60,0,medium
66,F,6584,urban,0,0,60+,0,low
72,F,17786,suburban,0,0,60+,0,medium
38,F,10509,urban,0,1,26-40,1,medium
58,F,15548,urban,0,0,41-60,0,medium
30,F,15184,urban,0,0,26-40,0,medium
60,M,18651,suburban,0,0,41-60,0,medium
64,F,13052,urban,0,0,60+,0,medium
58,M,15789,urban,1,0,41-60,1,medium
61,F,19041,suburban,0,0,60+,0,medium
51,F,15336,urban,0,0,41-60,0,medium
78,M,19909,suburban,0,0,60+,0,medium
56,M,17308,urban,0,1,41-60,1,medium
28,F,17652,urban,0,0,26-40,0,medium
75,M,9963,urban,0,0,60+,0,low
76,F,12020,suburban,0,0,60+,0,medium
23,M,13753,urban,0,0,16-25,0,medium
49,M,20683,suburban,0,0,41-60,0,high
59,F,12373,urban,2,0,41-60,2,medium
29,M,13715,urban,0,0,26-40,0,medium
53,F,10439,rural,0,0,41-60,0,medium
20,M,22636,suburban,0,1,16-25,1,high
69,F,8624,urban,0,0,60+,0,low
76,F,22947,urban,1,0,60+,1,high
28,M,11496,suburban,1,0,26-40,1,medium
38,F,21234,suburban,0,0,26-40,0,high
69,F,13474,suburban,1,0,60+,1,medium
74,F,8086,urban,1,0,60+,1,low
50,M,22298,suburban,0,0,41-60,0,high
20,F,12764,urban,1,0,16-25,1,medium
83,F,23920,suburban,0,0,60+,0,high
64,F,13952,urban,0,0,60+,0,medium
77,F,15390,urban,0,1,60+,1,medium
36,M,19256,urban,1,0,26-40,1,medium
72,F,18354,suburban,1,0,60+,1,medium
23,F,18260,urban,0,0,16-25,0,medium
84,F,36938,rural,0,0,60+,0,very_high
55,M,14192,urban,0,0,41-60,0,medium
76,F,13266,suburban,0,0,60+,0,medium
57,F,19942,urban,0,0,41-60,0,medium
73,M,14147,urban,0,1,60+,1,medium
62,M,14720,urban,1,0,60+,1,medium
48,F,10103,urban,0,0,41-60,0,medium
63,F,10872,urban,0,0,60+,0,medium
57,M,11130,suburban,0,1,41-60,1,medium
60,M,14218,urban,1,0,41-60,1,medium
79,M,17688,urban,0,0,60+,0,medium
77,F,13114,rural,0,0,60+,0,medium
55,F,15886,urban,1,0,41-60,1,medium
41,M,11055,urban,0,0,41-60,0,medium
68,F,14366,suburban,1,0,60+,1,medium
43,F,21557,suburban,0,0,41-60,0,high
27,M,24420,rural,0,0,26-40,0,high
70,M,27334,suburban,0,0,60+,0,high
33,F,30222,rural,1,0,26-40,1,very_high
36,F,16826,urban,0,0,26-40,0,medium
72,F,11412,urban,0,0,60+,0,medium
16,M,20779,rural,3,0,16-25,3,high
34,F,25419,rural,0,0,26-40,0,high
63,M,28593,rural,1,0,60+,1,high
44,M,16823,suburban,0,1,41-60,1,medium
23,M,16781,suburban,0,0,16-25,0,medium
24,M,14871,urban,0,0,16-25,0,medium
46,F,26789,rural,0,0,41-60,0,high
93,F,17488,urban,1,0,60+,1,medium
59,M,23320,rural,0,0,41-60,0,high
64,M,24482,rural,1,0,60+,1,high
32,F,21119,rural,0,1,26-40,1,high
22,F,13965,urban,0,0,16-25,0,medium
64,F,22085,rural,0,0,60+,0,high
61,F,21249,rural,0,0,60+,0,high
73,M,16703,suburban,0,0,60+,0,medium
77,F,12707,urban,0,0,60+,0,medium
59,F,17536,urban,0,0,41-60,0,medium
28,F,22233,suburban,2,0,26-40,2,high
68,M,14143,rural,0,0,60+,0,medium
52,M,24829,suburban,0,0,41-60,0,high
17,M,15772,suburban,0,0,16-25,0,medium
34,F,20663,rural,0,0,26-40,0,high
94,F,19417,suburban,0,0,60+,0,medium
48,F,11567,urban,1,0,41-60,1,medium
34,M,21268,urban,1,1,26-40,2,high
75,M,16958,rural,0,0,60+,0,medium
70,M,14932,suburban,0,0,60+,0,medium
41,M,19976,suburban,0,0,41-60,0,medium
48,M,15034,suburban,0,0,41-60,0,medium
17,M,11822,urban,1,1,16-25,2,medium
74,F,13025,suburban,0,0,60+,0,medium
75,M,20373,urban,0,0,60+,0,high
28,F,11183,suburban,1,0,26-40,1,medium
74,M,18566,urban,0,0,60+,0,medium
29,F,30215,rural,0,0,26-40,0,very_high
36,M,16709,urban,1,0,26-40,1,medium
55,F,14689,suburban,0,0,41-60,0,medium
23,F,15220,urban,1,1,16-25,2,medium
27,M,12799,urban,0,0,26-40,0,medium
68,M,16555,urban,1,0,60+,1,medium
21,F,13978,suburban,1,0,16-25,1,medium
29,F,16370,suburban,0,0,26-40,0,medium
44,F,12894,urban,0,0,41-60,0,medium
55,M,31105,rural,0,0,41-60,0,very_high
44,F,20266,urban,2,1,41-60,3,high
96,F,9148,suburban,0,1,60+,1,low
53,M,10184,urban,1,1,41-60,2,medium
62,F,20864,suburban,0,0,60+,0,high
51,F,25744,suburban,1,0,41-60,1,high
21,M,16121,suburban,0,1,16-25,1,medium
32,M,18332,suburban,1,0,26-40,1,medium
53,M,10278,urban,0,0,41-60,0,medium
25,F,21053,suburban,0,0,16-25,0,high
38,F,12714,suburban,0,0,26-40,0,medium
84,M,15593,suburban,0,0,60+,0,medium
25,F,16223,urban,1,2,16-25,3,medium
97,F,21336,suburban,1,0,60+,1,high
48,M,16588,urban,0,1,41-60,1,medium
71,M,7371,urban,1,0,60+,1,low
93,F,21404,suburban,0,0,60+,0,high
17,M,15079,suburban,0,1,16-25,1,medium
22,M,23506,suburban,0,0,16-25,0,high
35,F,19303,suburban,0,0,26-40,0,medium
62,M,14261,urban,1,0,60+,1,medium
72,F,10830,rural,0,0,60+,0,medium
28,F,14331,suburban,0,0,26-40,0,medium
58,M,18775,urban,0,0,41-60,0,medium
72,M,15544,urban,1,0,60+,1,medium
45,F,26457,rural,0,0,41-60,0,high
37,M,16676,suburban,0,0,26-40,0,medium
55,F,16203,urban,0,0,41-60,0,medium
77,F,27669,rural,2,0,60+,2,high
76,F,11549,rural,0,0,60+,0,medium
34,F,14879,suburban,0,0,26-40,0,medium
69,M,27286,rural,0,0,60+,0,high
49,M,22348,suburban,0,0,41-60,0,high
16,F,22525,urban,1,0,16-25,1,high
31,M,9989,urban,0,0,26-40,0,low
71,M,19459,urban,0,0,60+,0,medium
51,M,21156,rural,1,0,41-60,1,high
17,F,8376,urban,0,0,16-25,0,low
98,F,13345,urban,1,0,60+,1,medium
18,F,11650,urban,0,0,16-25,0,medium
74,M,17397,rural,0,0,60+,0,medium
77,M,16968,suburban,1,0,60+,1,medium
37,F,11913,rural,0,0,26-40,0,medium
38,F,20339,rural,0,0,26-40,0,high
63,F,14743,urban,0,0,60+,0,medium
28,F,23631,rural,0,0,26-40,0,high
66,F,12314,suburban,0,0,60+,0,medium
37,F,14551,suburban,0,0,26-40,0,medium
63,F,10826,urban,0,0,60+,0,medium
16,M,12396,urban,1,0,16-25,1,medium
29,F,25893,suburban,1,0,26-40,1,high
45,F,18173,suburban,0,1,41-60,1,medium
59,F,16914,urban,2,0,41-60,2,medium
65,F,15004,suburban,0,0,60+,0,medium
68,M,23424,suburban,0,0,60+,0,high
28,M,20705,rural,0,0,26-40,0,high
20,M,10537,urban,0,0,16-25,0,medium
56,M,11500,suburban,1,0,41-60,1,medium
36,M,16717,suburban,0,0,26-40,0,medium
56,F,26243,suburban,0,0,41-60,0,high
54,M,8654,suburban,0,0,41-60,0,low
58,M,18538,suburban,0,1,41-60,1,medium
53,F,8873,urban,1,0,41-60,1,low
76,F,26008,suburban,0,0,60+,0,high
68,F,15467,urban,0,0,60+,0,medium
40,F,16958,urban,0,0,26-40,0,medium
18,M,22676,suburban,0,0,16-25,0,high
51,F,16788,suburban,0,1,41-60,1,medium
51,F,15653,suburban,0,0,41-60,0,medium
23,M,29028,rural,0,0,16-25,0,high
30,M,14207,urban,0,0,26-40,0,medium
78,F,18044,suburban,1,0,60+,1,medium
50,F,19398,urban,0,0,41-60,0,medium
76,M,21092,rural,0,0,60+,0,high
33,F,12814,urban,1,0,26-40,1,medium
21,F,13764,urban,0,0,16-25,0,medium
43,M,4388,urban,0,0,41-60,0,low
59,F,35342,rural,0,0,41-60,0,very_high
28,M,23901,suburban,0,0,26-40,0,high
76,M,15950,suburban,1,0,60+,1,medium
51,F,13431,urban,0,0,41-60,0,medium
69,M,17704,urban,1,0,60+,1,medium
34,M,14034,suburban,0,1,26-40,1,medium
66,F,13820,suburban,0,0,60+,0,medium
57,F,18015,suburban,0,0,41-60,0,medium
96,M,13774,urban,0,0,60+,0,medium
40,F,13722,urban,0,0,26-40,0,medium
40,M,20093,rural,0,0,26-40,0,high
57,M,28400,rural,1,0,41-60,1,high
24,F,12308,urban,1,0,16-25,1,medium
62,F,14334,urban,0,0,60+,0,medium
20,M,15315,suburban,1,1,16-25,2,medium
42,F,21974,urban,0,0,41-60,0,high
54,M,15651,suburban,1,0,41-60,1,medium
97,F,14222,suburban,0,0,60+,0,medium
47,F,11275,urban,0,0,41-60,0,medium
20,F,20300,suburban,1,1,16-25,2,high
29,M,21419,urban,0,0,26-40,0,high
44,M,14088,urban,1,0,41-60,1,medium
53,M,8778,urban,2,2,41-60,4,low
54,M,9816,suburban,0,0,41-60,0,low
47,M,27573,suburban,0,0,41-60,0,high
16,M,9989,urban,1,0,16-25,1,low
62,F,13684,suburban,0,0,60+,0,medium
100,F,8673,urban,1,0,60+,1,low
39,M,18352,urban,0,1,26-40,1,medium
71,F,7133,urban,0,0,60+,0,low
69,M,14708,urban,0,0,60+,0,medium
32,M,14186,suburban,0,0,26-40,0,medium
67,F,13652,urban,0,0,60+,0,medium
36,M,19282,rural,1,0,26-40,1,medium
25,F,14706,urban,0,0,16-25,0,medium
42,M,5967,urban,0,0,41-60,0,low
69,F,11251,suburban,1,0,60+,1,medium
28,F,11157,suburban,0,0,26-40,0,medium
62,M,30020,suburban,1,1,60+,2,very_high
20,F,12813,urban,0,1,16-25,1,medium
19,M,15215,urban,4,0,16-25,4,medium
35,F,26400,suburban,0,0,26-40,0,high
36,F,11393,urban,0,0,26-40,0,medium
36,F,15131,suburban,0,0,26-40,0,medium
47,M,16354,suburban,0,0,41-60,0,medium
23,M,15956,urban,1,1,16-25,2,medium
64,M,19999,urban,2,0,60+,2,medium
59,F,24367,rural,0,2,41-60,2,high
27,F,30284,suburban,0,0,26-40,0,very_high
18,M,32755,rural,2,2,16-25,4,very_high
58,M,14225,suburban,1,0,41-60,1,medium
53,M,18137,urban,0,0,41-60,0,medium
56,F,14806,suburban,0,0,41-60,0,medium
43,M,15230,suburban,0,0,41-60,0,medium
64,M,16485,suburban,1,0,60+,1,medium
59,F,20873,rural,0,0,41-60,0,high
21,F,9647,urban,0,0,16-25,0,low
77,M,14547,suburban,0,1,60+,1,medium
71,F,23447,urban,0,0,60+,0,high
33,F,10117,urban,0,0,26-40,0,medium
23,F,10081,suburban,3,0,16-25,3,medium
38,M,15341,suburban,1,0,26-40,1,medium
59,M,18672,urban,1,0,41-60,1,medium
73,M,20866,suburban,0,0,60+,0,high
24,F,16048,suburban,1,0,16-25,1,medium
72,F,14414,urban,0,0,60+,0,medium
38,M,15356,suburban,0,0,26-40,0,medium
59,F,11551,urban,1,0,41-60,1,medium
36,F,16798,urban,1,0,26-40,1,medium
19,M,19749,suburban,0,0,16-25,0,medium
34,F,28159,rural,1,1,26-40,2,high
23,F,18806,urban,2,0,16-25,2,medium
17,F,20745,rural,2,0,16-25,2,high
23,M,17197,suburban,2,0,16-25,2,medium
18,M,18392,suburban,0,1,16-25,1,medium
52,M,20453,suburban,0,0,41-60,0,high
42,F,15285,urban,0,0,41-60,0,medium
25,M,11462,urban,1,0,16-25,1,medium
49,F,22262,suburban,1,0,41-60,1,high
33,M,11668,urban,1,0,26-40,1,medium
54,M,11343,suburban,0,0,41-60,0,medium
74,F,14028,urban,0,0,60+,0,medium
61,F,19864,suburban,0,0,60+,0,medium
48,M,24393,suburban,0,0,41-60,0,high
60,F,16396,suburban,1,1,41-60,2,medium
55,F,14833,urban,1,0,41-60,1,medium
35,M,32256,rural,0,0,26-40,0,very_high
51,M,26184,rural,0,0,41-60,0,high
69,F,16160,suburban,0,0,60+,0,medium
99,M,11145,urban,1,0,60+,1,medium
48,F,13863,urban,0,0,41-60,0,medium
16,M,20144,urban,0,0,16-25,0,high
55,F,15166,urban,0,0,41-60,0,medium
37,M,13937,urban,0,0,26-40,0,medium
39,F,23107,suburban,0,0,26-40,0,high
47,F,14694,urban,0,0,41-60,0,medium
73,M,16229,suburban,2,0,60+,2,medium
49,F,10503,urban,1,0,41-60,1,medium
94,F,15477,urban,0,1,60+,1,medium
52,M,12959,urban,1,1,41-60,2,medium
64,F,16295,urban,1,0,60+,1,medium
65,M,20249,suburban,0,0,60+,0,high
42,F,22168,suburban,0,0,41-60,0,high
19,M,20050,urban,0,0,16-25,0,high
77,M,21648,suburban,0,0,60+,0,high
72,F,19003,suburban,0,0,60+,0,medium
85,M,15457,urban,0,0,60+,0,medium
28,M,11184,suburban,1,0,26-40,1,medium
74,M,11978,urban,1,0,60+,1,medium
68,F,14964,suburban,0,0,60+,0,medium
72,F,20833,suburban,0,1,60+,1,high
94,F,17288,suburban,0,0,60+,0,medium
50,M,16733,suburban,0,0,41-60,0,medium
74,M,17231,urban,1,0,60+,1,medium
51,F,24756,suburban,0,1,41-60,1,high
56,F,9492,suburban,0,0,41-60,0,low
26,M,22812,rural,0,0,26-40,0,high
46,F,15349,urban,0,0,41-60,0,medium
43,M,27838,suburban,0,0,41-60,0,high
42,M,17670,suburban,0,0,41-60,0,medium
49,F,22227,suburban,0,0,41-60,0,high
23,F,18808,suburban,0,0,16-25,0,medium
42,F,13897,rural,0,0,41-60,0,medium
76,F,14357,urban,1,0,60+,1,medium
21,M,10549,rural,1,1,16-25,2,medium
36,M,11575,urban,0,0,26-40,0,medium
51,F,22946,urban,1,0,41-60,1,high
27,F,13690,suburban,0,0,26-40,0,medium
48,F,12021,urban,1,0,41-60,1,medium
31,M,24364,suburban,2,0,26-40,2,high
75,M,10869,urban,0,0,60+,0,medium
48,F,11528,urban,0,0,41-60,0,medium
28,M,19304,rural,0,0,26-40,0,medium
43,M,3797,suburban,0,0,41-60,0,low
37,F,12938,suburban,1,0,26-40,1,medium
68,F,15673,urban,0,0,60+,0,medium
99,M,13629,urban,0,0,60+,0,medium
46,F,16151,suburban,0,0,41-60,0,medium
78,F,15239,suburban,1,0,60+,1,medium
54,M,15892,urban,0,0,41-60,0,medium
37,M,23609,rural,0,0,26-40,0,high
66,F,8075,urban,0,0,60+,0,low
71,M,18093,suburban,0,0,60+,0,medium
46,F,17053,suburban,0,0,41-60,0,medium
63,M,15978,urban,0,0,60+,0,medium
48,F,30502,rural,1,0,41-60,1,very_high
26,M,17900,urban,0,0,26-40,0,medium
64,M,20468,rural,1,0,60+,1,high
52,F,16078,urban,0,0,41-60,0,medium
35,M,20095,urban,1,0,26-40,1,high
67,M,8498,urban,0,0,60+,0,low
76,F,17651,urban,0,0,60+,0,medium
32,M,14209,urban,1,0,26-40,1,medium
75,M,14538,urban,0,0,60+,0,medium
68,F,12349,urban,0,0,60+,0,medium
18,F,12153,urban,1,2,16-25,3,medium
65,M,13408,urban,0,0,60+,0,medium
31,M,19540,urban,1,0,26-40,1,medium
58,F,22174,suburban,0,0,41-60,0,high
79,M,14526,urban,0,0,60+,0,medium
16,F,19878,urban,0,0,16-25,0,medium
42,F,23391,rural,0,0,41-60,0,high
44,F,19148,urban,0,0,41-60,0,medium
51,M,17954,rural,1,0,41-60,1,medium
76,M,32848,suburban,0,0,60+,0,very_high
36,M,19518,urban,0,0,26-40,0,medium
66,F,15240,suburban,0,0,60+,0,medium
72,M,15957,suburban,0,0,60+,0,medium
58,F,23886,rural,1,0,41-60,1,high
70,M,21470,rural,0,0,60+,0,high
78,M,14541,urban,0,1,60+,1,medium
100,M,25827,rural,0,1,60+,1,high
74,M,17043,urban,0,0,60+,0,medium
67,M,30469,rural,0,0,60+,0,very_high
48,M,13253,urban,0,0,41-60,0,medium
26,M,20769,suburban,0,1,26-40,1,high
43,M,16360,urban,0,0,41-60,0,medium
75,F,19122,suburban,1,0,60+,1,medium
68,M,29888,suburban,0,0,60+,0,high
24,F,23570,rural,0,0,16-25,0,high
44,F,15748,urban,0,0,41-60,0,medium
71,F,28989,suburban,1,0,60+,1,high
66,M,10330,urban,0,0,60+,0,medium
66,M,9423,urban,0,0,60+,0,low
74,F,7955,suburban,0,0,60+,0,low
71,F,11658,urban,1,0,60+,1,medium
70,M,11129,urban,1,0,60+,1,medium
56,M,19865,urban,0,0,41-60,0,medium
85,F,13024,urban,1,0,60+,1,medium
70,M,25358,rural,2,0,60+,2,high
58,F,20313,urban,0,0,41-60,0,high
41,M,10175,suburban,2,0,41-60,2,medium
58,M,16283,urban,0,0,41-60,0,medium
21,M,20591,suburban,0,0,16-25,0,high
34,F,21921,rural,0,0,26-40,0,high
29,M,17651,urban,0,0,26-40,0,medium
65,F,30159,rural,0,0,60+,0,very_high
25,M,18071,urban,0,0,16-25,0,medium
72,F,5464,rural,0,0,60+,0,low
41,F,18723,urban,1,2,41-60,3,medium
61,F,11648,urban,0,0,60+,0,medium
69,F,20495,suburban,0,0,60+,0,high
71,F,14788,suburban,0,0,60+,0,medium
54,M,19685,suburban,0,0,41-60,0,medium
55,F,9934,urban,0,0,41-60,0,low
83,F,22888,suburban,1,0,60+,1,high
51,M,17829,urban,0,0,41-60,0,medium
92,F,23048,suburban,0,0,60+,0,high
20,M,24337,suburban,1,0,16-25,1,high
59,M,18790,suburban,0,0,41-60,0,medium
27,M,12791,urban,0,0,26-40,0,medium
63,M,18195,urban,0,0,60+,0,medium
17,M,8364,suburban,0,0,16-25,0,low
19,F,19295,rural,1,1,16-25,2,medium
60,M,19999,urban,1,0,41-60,1,medium
33,M,14654,urban,0,0,26-40,0,medium
43,F,9318,urban,0,0,41-60,0,low
20,F,17898,suburban,2,0,16-25,2,medium
46,M,10054,urban,0,0,41-60,0,medium
54,M,24565,urban,0,0,41-60,0,high
54,M,21049,suburban,0,0,41-60,0,high
62,F,21882,urban,0,0,60+,0,high
55,F,12101,urban,0,0,41-60,0,medium
71,F,9677,urban,0,0,60+,0,low
60,M,18519,suburban,0,0,41-60,0,medium
34,M,15615,urban,0,0,26-40,0,medium
28,F,21261,suburban,0,0,26-40,0,high
70,M,22469,suburban,0,0,60+,0,high
33,M,28112,rural,0,0,26-40,0,high
16,F,32260,rural,0,0,16-25,0,very_high
82,F,15116,suburban,0,0,60+,0,medium
28,M,12205,urban,0,0,26-40,0,medium
64,M,24811,rural,0,0,60+,0,high
31,F,9943,urban,0,0,26-40,0,low
63,M,11639,suburban,0,0,60+,0,medium
54,F,20557,urban,0,0,41-60,0,high
26,M,16923,suburban,0,0,26-40,0,medium
52,M,18757,suburban,0,0,41-60,0,medium
18,F,15610,urban,0,0,16-25,0,medium
53,M,22703,urban,1,0,41-60,1,high
48,F,12398,urban,0,0,41-60,0,medium
37,F,15386,suburban,0,0,26-40,0,medium
75,M,20357,urban,0,0,60+,0,high
16,F,10437,urban,1,1,16-25,2,medium
30,F,14528,urban,0,0,26-40,0,medium
50,F,20231,suburban,0,0,41-60,0,high
26,F,19862,suburban,0,0,26-40,0,medium
84,M,17261,rural,0,0,60+,0,medium
23,M,17156,suburban,0,1,16-25,1,medium
39,F,25281,suburban,0,0,26-40,0,high
27,M,18908,suburban,0,1,26-40,1,medium
58,M,15226,urban,0,0,41-60,0,medium
79,F,19241,suburban,0,1,60+,1,medium
44,M,17457,rural,2,0,41-60,2,medium
46,M,23633,suburban,0,0,41-60,0,high
47,M,14913,urban,0,0,41-60,0,medium
53,F,15109,urban,1,0,41-60,1,medium
90,F,8270,urban,0,0,60+,0,low
65,F,24335,suburban,1,0,60+,1,high
51,F,17761,suburban,0,0,41-60,0,medium
49,F,8945,suburban,0,0,41-60,0,low
74,F,14134,suburban,0,0,60+,0,medium
41,M,14820,rural,0,1,41-60,1,medium
45,F,11020,urban,0,0,41-60,0,medium
38,M,13948,rural,0,0,26-40,0,medium
33,F,17301,urban,0,0,26-40,0,medium
77,M,13455,suburban,0,0,60+,0,medium
64,M,9433,urban,0,0,60+,0,low
87,F,20157,urban,0,0,60+,0,high
27,M,10420,urban,0,0,26-40,0,medium
20,F,16279,suburban,1,0,16-25,1,medium
21,F,9433,urban,1,1,16-25,2,low
45,M,10691,urban,1,0,41-60,1,medium
31,M,18915,suburban,1,0,26-40,1,medium
20,F,16466,urban,0,0,16-25,0,medium
96,F,10975,urban,0,0,60+,0,medium
19,F,19047,suburban,1,0,16-25,1,medium
66,M,14499,suburban,1,0,60+,1,medium
34,M,19897,urban,1,0,26-40,1,medium
60,M,16356,urban,0,0,41-60,0,medium
38,M,17975,urban,0,0,26-40,0,medium
19,M,17832,suburban,0,0,16-25,0,medium
22,F,18957,suburban,1,0,16-25,1,medium
61,M,17630,rural,0,1,60+,1,medium
71,M,10623,urban,0,0,60+,0,medium
20,M,14874,urban,1,0,16-25,1,medium
24,M,16847,urban,0,0,16-25,0,medium
92,M,17719,suburban,0,1,60+,1,medium
30,M,18191,urban,1,0,26-40,1,medium
65,M,17199,suburban,0,0,60+,0,medium
59,F,16153,urban,1,0,41-60,1,medium
61,F,18313,rural,1,0,60+,1,medium
31,F,15190,suburban,0,0,26-40,0,medium
46,F,14222,urban,0,0,41-60,0,medium
47,F,17222,suburban,0,0,41-60,0,medium
31,F,17704,suburban,0,0,26-40,0,medium
38,M,15884,suburban,1,0,26-40,1,medium
60,M,20173,suburban,0,0,41-60,0,high
28,M,16637,suburban,0,0,26-40,0,medium
65,M,14577,urban,0,1,60+,1,medium
76,M,16836,suburban,1,0,60+,1,medium
42,M,12155,urban,1,0,41-60,1,medium
62,M,13881,rural,0,0,60+,0,medium
63,M,15524,urban,1,0,60+,1,medium
19,M,11466,urban,0,0,16-25,0,medium
35,M,22839,rural,0,0,26-40,0,high
77,M,23460,suburban,0,0,60+,0,high
41,F,14451,rural,0,1,41-60,1,medium
28,M,12977,rural,0,0,26-40,0,medium
65,F,14143,urban,1,0,60+,1,medium
29,M,13081,rural,1,0,26-40,1,medium
72,M,7885,urban,0,0,60+,0,low
18,F,10072,urban,0,0,16-25,0,medium
32,F,17810,suburban,0,0,26-40,0,medium
77,F,14482,urban,1,0,60+,1,medium
75,M,20970,suburban,0,0,60+,0,high
70,F,22386,suburban,0,0,60+,0,high
60,M,15386,urban,1,0,41-60,1,medium
60,M,16050,urban,1,0,41-60,1,medium
69,F,17793,rural,1,0,60+,1,medium
55,M,18848,suburban,0,0,41-60,0,medium
53,M,13597,urban,0,0,41-60,0,medium
25,M,22753,rural,0,0,16-25,0,high
55,F,17177,suburban,0,0,41-60,0,medium
72,F,11540,suburban,0,0,60+,0,medium
70,M,19209,suburban,0,0,60+,0,medium
48,F,14801,urban,0,0,41-60,0,medium
77,M,9961,urban,0,0,60+,0,low
22,F,20548,rural,2,0,16-25,2,high
34,F,13377,suburban,1,0,26-40,1,medium
