policy_id,driver_age,gender,vehicle_age,annual_mileage,territory,prior_claims_3yrs,current_claim_count
5534,56,F,9,9492,suburban,0,0
5535,26,M,3,22812,rural,0,0
5536,46,F,26,15349,urban,0,0
5537,43,M,1,27838,suburban,0,0
5538,42,M,5,17670,suburban,0,0
5539,49,F,9,22227,suburban,0,0
5540,23,F,7,18808,suburban,0,0
5541,42,F,0,13897,rural,0,0
5542,76,F,9,14357,urban,1,0
5543,21,M,3,10549,rural,1,1
5544,36,M,3,11575,urban,0,0
5545,51,F,3,22946,urban,1,0
5546,27,F,5,13690,suburban,0,0
5547,48,F,19,12021,urban,1,0
5548,31,M,16,24364,suburban,2,0
5549,75,M,2,10869,urban,0,0
5550,48,F,1,11528,urban,0,0
5551,28,M,1,19304,rural,0,0
5552,43,M,4,3797,suburban,0,0
5553,37,F,0,12938,suburban,1,0
5554,68,F,5,15673,urban,0,0
5555,99,M,1,13629,urban,0,0
5556,46,F,2,16151,suburban,0,0
5557,78,F,2,15239,suburban,1,0
5558,54,M,16,15892,urban,0,0
5559,37,M,4,23609,rural,0,0
5560,66,F,7,8075,urban,0,0
5561,71,M,2,18093,suburban,0,0
5562,46,F,3,17053,suburban,0,0
5563,63,M,4,15978,urban,0,0
5564,48,F,4,30502,rural,1,0
5565,26,M,6,17900,urban,0,0
5566,64,M,4,20468,rural,1,0
5567,52,F,11,16078,urban,0,0
5568,35,M,8,20095,urban,1,0
5569,67,M,13,8498,urban,0,0
5570,76,F,9,17651,urban,0,0
5571,32,M,1,14209,urban,1,0
5572,75,M,9,14538,urban,0,0
5573,68,F,1,12349,urban,0,0
5574,18,F,14,12153,urban,1,2
5575,65,M,4,13408,urban,0,0
5576,31,M,16,19540,urban,1,0
5577,58,F,6,22174,suburban,0,0
5578,79,M,10,14526,urban,0,0
5579,16,F,1,19878,urban,0,0
5580,42,F,16,23391,rural,0,0
5581,44,F,0,19148,urban,0,0
5582,51,M,1,17954,rural,1,0
5583,76,M,9,32848,suburban,0,0
5584,36,M,0,19518,urban,0,0
5585,66,F,6,15240,suburban,0,0
5586,72,M,11,15957,suburban,0,0
5587,58,F,0,23886,rural,1,0
5588,70,M,0,21470,rural,0,0
5589,78,M,6,14541,urban,0,1
5590,100,M,20,25827,rural,0,1
5591,74,M,1,17043,urban,0,0
5592,67,M,1,30469,rural,0,0
5593,48,M,6,13253,urban,0,0
5594,26,M,0,20769,suburban,0,1
5595,43,M,0,16360,urban,0,0
5596,75,F,14,19122,suburban,1,0
5597,68,M,5,29888,suburban,0,0
5598,24,F,6,23570,rural,0,0
5599,44,F,9,15748,urban,0,0
5600,71,F,17,28989,suburban,1,0
5601,66,M,3,10330,urban,0,0
5602,66,M,2,9423,urban,0,0
5603,74,F,13,7955,suburban,0,0
5604,71,F,2,11658,urban,1,0
5605,70,M,16,11129,urban,1,0
5606,56,M,8,19865,urban,0,0
5607,85,F,10,13024,urban,1,0
5608,70,M,19,25358,rural,2,0
5609,58,F,4,20313,urban,0,0
5610,41,M,5,10175,suburban,2,0
5611,58,M,1,16283,urban,0,0
5612,21,M,4,20591,suburban,0,0
5613,34,F,0,21921,rural,0,0
5614,29,M,9,17651,urban,0,0
5615,65,F,6,30159,rural,0,0
5616,25,M,3,18071,urban,0,0
5617,72,F,13,5464,rural,0,0
5618,41,F,7,18723,urban,1,2
5619,61,F,2,11648,urban,0,0
5620,69,F,4,20495,suburban,0,0
5621,71,F,27,14788,suburban,0,0
5622,54,M,1,19685,suburban,0,0
5623,55,F,4,9934,urban,0,0
5624,83,F,5,22888,suburban,1,0
5625,51,M,4,17829,urban,0,0
5626,92,F,14,23048,suburban,0,0
5627,20,M,18,24337,suburban,1,0
5628,59,M,8,18790,suburban,0,0
5629,27,M,3,12791,urban,0,0
5630,63,M,3,18195,urban,0,0
5631,17,M,22,8364,suburban,0,0
5632,19,F,7,19295,rural,1,1
5633,60,M,13,19999,urban,1,0
5634,33,M,6,14654,urban,0,0
5635,43,F,15,9318,urban,0,0
5636,20,F,5,17898,suburban,2,0
5637,46,M,13,10054,urban,0,0
5638,54,M,1,24565,urban,0,0
5639,54,M,4,21049,suburban,0,0
5640,62,F,12,21882,urban,0,0
5641,55,F,9,12101,urban,0,0
5642,71,F,10,9677,urban,0,0
5643,60,M,5,18519,suburban,0,0
5644,34,M,5,15615,urban,0,0
5645,28,F,0,21261,suburban,0,0
5646,70,M,4,22469,suburban,0,0
5647,33,M,2,28112,rural,0,0
5648,16,F,5,32260,rural,0,0
5649,82,F,13,15116,suburban,0,0
5650,28,M,10,12205,urban,0,0
5651,64,M,4,24811,rural,0,0
5652,31,F,10,9943,urban,0,0
5653,63,M,1,11639,suburban,0,0
5654,54,F,10,20557,urban,0,0
5655,26,M,13,16923,suburban,0,0
5656,52,M,2,18757,suburban,0,0
5657,18,F,6,15610,urban,0,0
5658,53,M,4,22703,urban,1,0
5659,48,F,0,12398,urban,0,0
5660,37,F,1,15386,suburban,0,0
5661,75,M,9,20357,urban,0,0
5662,16,F,7,10437,urban,1,1
5663,30,F,20,14528,urban,0,0
5664,50,F,12,20231,suburban,0,0
5665,26,F,5,19862,suburban,0,0
5666,84,M,16,17261,rural,0,0
5667,23,M,17,17156,suburban,0,1
5668,39,F,3,25281,suburban,0,0
5669,27,M,4,18908,suburban,0,1
5670,58,M,10,15226,urban,0,0
5671,79,F,7,19241,suburban,0,1
5672,44,M,2,17457,rural,2,0
5673,46,M,4,23633,suburban,0,0
5674,47,M,2,14913,urban,0,0
5675,53,F,14,15109,urban,1,0
5676,90,F,3,8270,urban,0,0
5677,65,F,11,24335,suburban,1,0
5678,51,F,2,17761,suburban,0,0
5679,49,F,7,8945,suburban,0,0
5680,74,F,30,14134,suburban,0,0
5681,41,M,0,14820,rural,0,1
5682,45,F,10,11020,urban,0,0
5683,38,M,9,13948,rural,0,0
5684,33,F,1,17301,urban,0,0
5685,77,M,17,13455,suburban,0,0
5686,64,M,19,9433,urban,0,0
5687,87,F,3,20157,urban,0,0
5688,27,M,0,10420,urban,0,0
5689,20,F,6,16279,suburban,1,0
5690,21,F,0,9433,urban,1,1
5691,45,M,10,10691,urban,1,0
5692,31,M,1,18915,suburban,1,0
5693,20,F,5,16466,urban,0,0
5694,96,F,5,10975,urban,0,0
5695,19,F,3,19047,suburban,1,0
5696,66,M,3,14499,suburban,1,0
5697,34,M,12,19897,urban,1,0
5698,60,M,16,16356,urban,0,0
5699,38,M,7,17975,urban,0,0
5700,19,M,0,17832,suburban,0,0
5701,22,F,0,18957,suburban,1,0
5702,61,M,16,17630,rural,0,1
5703,71,M,2,10623,urban,0,0
5704,20,M,13,14874,urban,1,0
5705,24,M,0,16847,urban,0,0
5706,92,M,0,17719,suburban,0,1
5707,30,M,8,18191,urban,1,0
5708,65,M,8,17199,suburban,0,0
5709,59,F,3,16153,urban,1,0
5710,61,F,8,18313,rural,1,0
5711,31,F,12,15190,suburban,0,0
5712,46,F,1,14222,urban,0,0
5713,47,F,1,17222,suburban,0,0
5714,31,F,9,17704,suburban,0,0
5715,38,M,10,15884,suburban,1,0
5716,60,M,3,20173,suburban,0,0
5717,28,M,7,16637,suburban,0,0
5718,65,M,4,14577,urban,0,1
5719,76,M,4,16836,suburban,1,0
5720,42,M,7,12155,urban,1,0
5721,62,M,8,13881,rural,0,0
5722,63,M,3,15524,urban,1,0
5723,19,M,4,11466,urban,0,0
5724,35,M,3,22839,rural,0,0
5725,77,M,6,23460,suburban,0,0
5726,41,F,10,14451,rural,0,1
5727,28,M,3,12977,rural,0,0
5728,65,F,12,14143,urban,1,0
5729,29,M,5,13081,rural,1,0
5730,72,M,2,7885,urban,0,0
5731,18,F,13,10072,urban,0,0
5732,32,F,5,17810,suburban,0,0
5733,77,F,14,14482,urban,1,0
5734,75,M,13,20970,suburban,0,0
5735,70,F,12,22386,suburban,0,0
5736,60,M,7,15386,urban,1,0
5737,60,M,1,16050,urban,1,0
5738,69,F,2,17793,rural,1,0
5739,55,M,7,18848,suburban,0,0
5740,53,M,8,13597,urban,0,0
5741,25,M,9,22753,rural,0,0
5742,55,F,1,17177,suburban,0,0
5743,72,F,1,11540,suburban,0,0
5744,70,M,11,19209,suburban,0,0
5745,48,F,6,14801,urban,0,0
5746,77,M,13,9961,urban,0,0
5747,22,F,10,20548,rural,2,0
5748,34,F,4,13377,suburban,1,0
5749,36,M,12,12135,urban,0,0
5750,60,F,23,19592,suburban,0,0
5751,51,F,19,17966,suburban,0,0
5752,70,M,3,23677,suburban,0,0
5753,55,M,7,17110,suburban,0,0
5754,59,M,1,19749,urban,0,0
5755,97,F,5,22127,urban,0,0
5756,29,M,0,17040,rural,1,0
5757,38,F,1,16980,urban,0,0
5758,55,F,5,13767,urban,1,0
5759,42,F,11,27822,suburban,1,0
5760,34,F,7,12706,suburban,0,0
5761,78,F,0,13895,suburban,1,0
5762,19,M,0,17845,urban,0,0
5763,16,M,4,14414,suburban,0,0
5764,68,F,12,24382,urban,1,0
5765,16,F,9,7484,urban,1,0
5766,39,M,10,26158,rural,0,0
5767,59,M,7,11257,urban,0,0
5768,53,M,10,14218,urban,0,0
5769,45,F,16,16074,suburban,0,0
5770,18,F,13,5709,suburban,0,0
5771,62,F,15,17523,suburban,0,0
5772,100,F,8,23197,suburban,1,0
5773,68,F,14,18391,urban,0,0
5774,57,F,6,12409,suburban,1,0
5775,38,M,19,22314,rural,0,0
5776,45,F,0,20400,urban,0,0
5777,52,M,4,34230,rural,0,0
5778,28,M,17,13357,urban,0,0
5779,52,M,3,14849,urban,0,0
5780,20,F,6,22086,rural,0,0
5781,60,M,3,17168,suburban,0,0
5782,21,F,20,20200,suburban,0,0
5783,83,F,13,8882,suburban,0,0
5784,21,F,1,12344,suburban,1,0
5785,61,F,1,18860,urban,1,0
5786,34,F,1,22385,suburban,0,0
5787,92,M,0,17850,rural,0,0
5788,22,M,12,15492,urban,1,0
5789,55,M,5,16937,suburban,0,0
5790,23,M,3,12979,urban,0,0
5791,46,F,5,15152,urban,0,0
5792,26,F,3,13211,rural,0,1
5793,63,M,10,12995,suburban,0,0
5794,67,M,9,11956,suburban,0,0
5795,59,F,16,10186,urban,0,0
5796,77,M,3,22072,suburban,0,0
5797,76,M,4,21056,suburban,0,0
5798,63,F,4,16922,urban,0,0
5799,64,M,1,28328,suburban,0,0
5800,42,F,4,16807,suburban,0,0
5801,48,M,10,15135,suburban,0,0
5802,49,M,9,15419,suburban,1,0
5803,62,M,7,19741,urban,0,0
5804,71,F,5,13369,suburban,1,0
5805,41,M,0,15172,urban,0,0
5806,56,M,5,22379,urban,0,0
5807,64,M,16,18758,suburban,0,0
5808,23,M,0,10225,urban,1,0
5809,18,M,6,20543,urban,0,0
5810,28,F,16,13793,urban,1,0
5811,24,F,15,18021,rural,1,0
5812,45,F,3,7284,suburban,0,0
5813,69,F,3,26241,rural,0,0
5814,36,F,1,21642,suburban,1,0
5815,56,M,2,23535,rural,1,0
5816,17,F,0,25790,urban,1,0
5817,56,F,18,12973,urban,0,0
5818,70,M,4,12051,rural,0,0
5819,33,F,3,33696,rural,0,0
5820,30,M,1,14384,urban,0,1
5821,18,M,8,12856,urban,1,0
5822,24,M,5,10227,urban,1,1
5823,64,M,1,19373,urban,1,0
5824,18,M,8,11966,urban,0,0
5825,72,M,2,12875,urban,0,0
5826,27,M,5,5051,urban,0,0
5827,32,F,7,19579,suburban,0,0
5828,20,M,0,12571,urban,0,0
5829,20,M,7,12385,urban,1,0
5830,42,M,7,15581,urban,1,1
5831,71,F,1,23602,rural,0,0
5832,32,M,20,11044,suburban,0,1
5833,30,F,8,5586,suburban,0,0
5834,24,F,7,2389,urban,0,0
5835,26,M,18,14265,suburban,0,0
5836,45,M,4,17712,urban,1,0
5837,62,F,10,15825,urban,0,0
5838,86,M,0,14669,suburban,1,0
5839,27,M,6,12926,rural,0,0
5840,77,F,5,19848,suburban,0,0
5841,70,M,25,15978,urban,2,0
5842,60,M,18,18112,suburban,0,0
5843,33,F,3,25659,suburban,1,0
5844,42,F,19,12323,rural,0,0
5845,23,M,18,16794,suburban,1,0
5846,46,M,11,16949,suburban,0,0
5847,21,F,0,16451,urban,1,0
5848,27,M,2,25503,suburban,0,0
5849,70,F,3,7995,urban,1,0
5850,47,F,11,16773,urban,0,0
5851,78,F,3,13724,urban,1,0
5852,40,F,26,6925,urban,0,0
5853,28,F,7,11196,suburban,0,0
5854,74,M,18,19961,suburban,1,1
5855,43,M,5,20227,suburban,0,0
5856,53,M,2,9128,suburban,0,0
5857,71,F,7,17558,urban,0,0
5858,75,M,12,17293,suburban,0,0
5859,20,F,6,15030,urban,0,0
5860,22,F,0,17066,rural,0,0
5861,37,M,1,13575,suburban,1,0
5862,38,F,9,16970,urban,1,0
5863,19,M,3,20606,suburban,2,0
5864,38,F,2,15188,suburban,0,0
5865,58,F,5,8529,urban,0,0
5866,24,F,8,16466,urban,0,0
5867,75,M,5,13405,suburban,0,0
5868,72,F,19,12972,urban,0,0
5869,42,F,1,25026,suburban,1,0
5870,68,M,0,15112,urban,0,0
5871,29,F,0,19371,urban,0,0
5872,52,M,3,19585,urban,2,0
5873,74,M,11,10496,suburban,2,0
5874,68,F,16,14680,rural,2,0
5875,70,M,4,14109,urban,0,0
5876,16,F,4,11947,urban,1,0
5877,33,F,14,20270,urban,0,0
5878,29,F,3,15669,suburban,0,0
5879,44,M,8,19396,urban,1,0
5880,75,F,4,15579,urban,0,0
5881,16,M,2,17342,urban,1,0
5882,77,M,13,18543,urban,0,0
5883,92,M,20,13857,urban,0,0
5884,51,F,2,8103,urban,0,0
5885,61,M,4,21716,urban,0,0
5886,36,F,3,12331,urban,0,0
5887,43,F,12,21165,suburban,0,0
5888,33,F,2,12559,suburban,1,0
5889,31,F,6,15789,suburban,0,0
5890,30,M,7,15325,suburban,1,0
5891,49,F,0,13818,urban,0,0
5892,39,F,18,18418,urban,0,1
5893,50,F,6,16791,suburban,0,0
5894,46,M,1,10804,urban,0,0
5895,48,M,1,22460,suburban,0,0
5896,71,F,10,29965,rural,2,0
5897,28,M,25,14313,urban,1,0
5898,41,M,0,18511,urban,0,0
5899,26,F,0,16101,urban,0,0
5900,97,F,0,17053,suburban,0,0
5901,57,M,1,16025,suburban,0,0
5902,40,M,9,30457,suburban,0,0
5903,56,M,6,11834,urban,0,0
5904,68,F,8,12112,rural,0,0
5905,48,M,1,17818,suburban,1,2
5906,78,M,20,15676,suburban,0,0
5907,68,M,0,10037,suburban,0,2
5908,53,M,8,11095,urban,0,0
5909,33,F,4,16968,rural,1,0
5910,38,F,3,16437,urban,0,0
5911,47,M,19,18510,suburban,0,0
5912,35,F,8,22764,rural,0,1
5913,35,F,10,23580,rural,0,0
5914,81,M,19,15917,urban,0,0
5915,52,M,5,32643,rural,0,0
5916,22,M,9,7899,rural,2,0
5917,23,F,7,5343,urban,2,0
5918,69,M,10,19396,suburban,0,0
5919,29,M,16,23165,rural,1,0
5920,38,F,0,18760,urban,2,0
5921,16,M,14,24158,suburban,2,1
5922,87,M,4,17872,urban,0,0
5923,58,M,4,17927,urban,0,0
5924,87,F,14,12939,suburban,0,0
5925,77,F,17,18412,urban,0,0
5926,36,F,21,15980,suburban,0,0
5927,78,M,19,24465,suburban,0,0
5928,54,F,2,17089,suburban,0,0
5929,56,F,0,16259,urban,0,0
5930,77,F,3,19251,urban,0,0
5931,59,F,2,8686,urban,0,0
5932,24,F,8,13401,urban,0,0
5933,40,M,8,20657,suburban,0,0
5934,44,F,14,11793,urban,0,0
5935,28,F,8,21164,suburban,0,1
5936,63,M,7,24379,suburban,0,0
5937,70,F,11,22086,suburban,0,0
5938,45,M,6,23798,suburban,0,0
5939,54,F,2,14106,suburban,1,0
5940,20,F,19,14857,urban,0,0
5941,54,F,1,15784,suburban,0,0
5942,73,F,3,18201,suburban,0,0
5943,77,F,18,14917,urban,0,0
5944,52,M,0,15788,rural,0,0
5945,65,M,21,4098,urban,0,0
5946,45,M,0,14755,urban,1,1
5947,37,M,0,14984,urban,2,0
5948,39,M,9,13991,suburban,0,0
5949,30,F,3,22089,rural,3,0
5950,27,M,0,18616,suburban,0,0
5951,45,M,6,14975,urban,0,0
5952,65,M,9,19027,suburban,0,0
5953,23,M,5,20227,rural,0,0
5954,17,M,0,26889,suburban,0,0
5955,46,F,0,11765,suburban,0,0
5956,73,F,6,19558,urban,0,0
5957,36,F,8,19634,suburban,0,0
5958,25,M,1,14177,urban,1,0
5959,49,M,8,15404,urban,0,1
5960,55,M,16,16283,rural,0,0
5961,73,F,16,23963,rural,0,0
5962,39,M,1,16413,suburban,0,0
5963,58,F,3,16237,urban,1,0
5964,63,M,4,13571,urban,0,0
5965,78,M,2,24586,rural,0,0
5966,52,F,4,13545,urban,0,1
5967,66,M,7,17674,urban,1,1
5968,42,F,20,17923,urban,0,0
5969,77,M,17,17446,suburban,0,0
5970,27,M,2,15664,urban,1,0
5971,34,F,8,10432,urban,0,0
5972,46,M,5,17719,rural,1,0
5973,20,M,3,21387,suburban,0,0
5974,26,M,2,23293,suburban,0,0
5975,56,F,6,24188,urban,0,0
5976,50,F,9,15571,suburban,0,0
5977,47,F,9,9546,urban,0,0
5978,74,F,2,10337,suburban,0,0
5979,40,M,1,37805,rural,0,0
5980,16,M,8,33775,suburban,0,0
5981,58,M,8,20178,urban,1,1
5982,42,F,8,15030,urban,0,0
5983,26,M,4,21123,suburban,1,0
5984,75,F,5,20220,urban,0,0
5985,68,F,7,14261,urban,0,0
5986,75,F,7,19538,urban,1,0
5987,27,M,8,5048,urban,0,0
5988,51,M,1,25671,rural,0,0
5989,26,F,9,12963,urban,0,0
5990,47,F,6,9061,urban,1,0
5991,37,F,1,14762,suburban,1,0
5992,18,F,2,23675,suburban,0,1
5993,59,F,10,11054,suburban,1,0
5994,16,F,14,30425,suburban,1,0
5995,65,F,8,15039,rural,0,0
5996,19,M,11,20792,suburban,3,0
5997,38,F,9,24009,urban,0,0
5998,36,M,5,15999,rural,0,1
5999,40,F,7,20179,urban,0,0
6000,88,M,4,24876,urban,1,0
6001,42,F,4,21500,suburban,0,0
6002,53,M,6,7990,suburban,0,0
6003,51,M,5,13152,urban,0,0
6004,64,F,19,14827,urban,0,0
6005,62,M,3,24443,urban,0,0
6006,61,F,12,35337,rural,0,0
6007,49,M,0,22100,urban,0,0
6008,82,M,23,28507,rural,0,0
6009,30,F,4,19760,urban,0,0
6010,71,F,17,16008,urban,0,0
6011,42,M,4,20106,suburban,0,0
6012,20,F,18,18421,urban,2,0
6013,49,M,5,16269,urban,0,0
6014,55,M,8,14110,urban,0,0
6015,35,M,19,10581,urban,0,0
6016,26,F,10,19242,suburban,0,0
6017,36,M,10,15226,suburban,1,0
6018,71,M,16,10331,suburban,0,0
6019,64,M,3,20327,urban,0,0
6020,73,M,4,18002,urban,1,0
6021,66,F,0,17774,rural,1,0
6022,88,M,3,21855,suburban,0,0
6023,23,F,1,19295,suburban,0,1
6024,38,F,4,26147,rural,0,0
6025,67,F,4,16271,urban,0,1
6026,23,F,1,17542,urban,0,0
6027,49,F,4,18290,suburban,0,0
6028,35,F,2,30326,rural,0,0
6029,64,F,5,24168,rural,0,0
6030,66,M,10,17480,suburban,0,0
6031,63,F,6,9277,urban,1,0
6032,50,M,3,16205,urban,0,0
6033,59,F,18,7952,urban,0,0
6034,44,M,20,19593,urban,1,0
6035,36,F,8,15687,urban,0,0
6036,68,M,2,13998,urban,2,0
6037,70,F,4,8079,urban,1,0
6038,44,F,3,20245,urban,0,0
6039,32,M,10,15828,urban,0,0
6040,46,M,2,25545,rural,0,0
6041,34,F,9,11406,suburban,0,0
6042,49,F,16,13429,urban,0,0
6043,88,F,5,15418,urban,0,0
6044,71,M,9,20344,suburban,0,0
6045,26,M,8,22017,rural,0,0
6046,77,M,5,21659,urban,0,1
6047,57,M,3,16275,urban,0,0
6048,30,F,10,7608,urban,0,0
6049,41,M,11,13709,urban,0,0
6050,54,F,1,20486,urban,0,0
6051,40,F,2,15377,urban,0,1
6052,62,M,4,10934,urban,0,0
6053,94,M,20,17794,suburban,0,0
6054,52,M,5,18475,urban,0,0
6055,72,M,10,16279,urban,0,0
6056,31,F,3,33172,rural,0,0
6057,31,M,2,14453,urban,0,0
6058,73,F,0,13744,urban,0,0
6059,58,F,7,15978,urban,0,0
6060,38,F,10,18515,urban,0,0
6061,52,F,9,14150,urban,0,1
6062,57,F,10,23493,suburban,0,0
6063,40,M,3,16091,urban,1,0
6064,64,F,5,14813,suburban,0,0
6065,22,M,1,9443,urban,0,0
6066,68,M,3,12487,rural,1,0
6067,22,F,20,11832,rural,0,0
6068,28,F,5,17135,suburban,1,0
6069,24,F,9,17205,suburban,0,0
6070,68,M,9,12928,urban,0,1
6071,48,F,16,17938,urban,1,0
6072,47,F,3,20712,suburban,0,0
6073,70,M,7,22004,suburban,0,0
6074,33,M,10,19776,suburban,1,0
6075,93,F,10,20807,suburban,0,1
6076,54,M,2,20799,urban,1,0
6077,23,F,0,20099,rural,0,0
6078,54,F,4,20339,suburban,0,0
6079,26,F,1,13369,suburban,0,0
6080,60,M,0,17850,suburban,0,0
6081,16,M,0,21206,rural,1,0
6082,31,M,15,12670,suburban,0,0
6083,42,F,2,10925,urban,0,0
6084,58,F,4,19618,urban,0,0
6085,67,F,29,7432,urban,0,0
6086,75,F,5,9631,urban,0,0
6087,28,M,3,16235,rural,0,1
6088,19,F,3,11967,urban,0,0
6089,71,F,0,34539,rural,0,0
6090,77,M,11,15667,urban,0,0
6091,69,M,11,14330,urban,0,0
6092,47,M,6,19098,suburban,0,0
6093,58,M,14,13065,urban,0,0
6094,19,F,6,12871,urban,2,0
6095,19,M,8,20845,suburban,1,0
6096,36,M,1,16905,urban,0,0
6097,50,M,16,15187,urban,0,0
6098,50,F,7,16520,urban,0,0
6099,30,F,7,22296,suburban,0,0
6100,72,F,2,38868,rural,0,0
6101,92,M,5,9815,urban,0,0
6102,29,F,9,16153,suburban,0,0
6103,41,M,3,16502,urban,0,1
6104,65,F,5,21141,urban,0,1
6105,20,M,2,14756,suburban,0,0
6106,68,M,0,32988,suburban,0,0
6107,56,M,6,12697,suburban,0,0
6108,68,M,3,13993,urban,0,0
6109,80,F,9,11436,suburban,0,0
6110,26,F,12,19140,suburban,0,0
6111,57,M,5,22165,urban,0,0
6112,42,F,4,9558,urban,0,0
6113,57,F,19,14044,urban,0,1
6114,34,M,17,15580,suburban,0,0
6115,63,F,4,16641,suburban,0,0
6116,25,F,3,29152,suburban,0,0
6117,53,F,3,21392,rural,1,0
6118,34,F,1,21705,suburban,0,1
6119,44,M,9,13815,urban,1,0
6120,38,F,8,14189,urban,0,0
6121,69,F,6,12357,urban,0,0
6122,62,M,18,22614,suburban,0,0
6123,21,F,10,6164,urban,0,0
6124,62,F,12,19748,rural,0,0
6125,21,M,0,15666,urban,0,0
6126,68,F,1,12131,suburban,1,0
6127,40,M,2,15203,suburban,0,1
6128,49,M,29,18572,suburban,0,0
6129,30,M,16,18781,rural,0,0
6130,20,F,0,25287,suburban,0,0
6131,38,M,8,19407,urban,0,0
6132,40,F,2,31398,rural,0,0
6133,74,M,10,13370,suburban,0,0
6134,43,M,2,23759,suburban,0,1
6135,66,F,9,16843,urban,0,0
6136,55,F,17,12763,suburban,0,0
6137,18,F,2,9980,suburban,0,0
6138,36,M,6,23382,rural,0,0
6139,69,M,15,11110,urban,0,0
6140,24,F,4,11473,urban,0,0
6141,34,M,19,23914,suburban,0,0
6142,41,F,21,16104,rural,0,0
6143,71,M,6,16199,urban,0,0
6144,40,M,7,19628,urban,0,0
6145,40,M,24,17013,urban,0,0
6146,33,F,0,17256,suburban,0,0
6147,62,M,7,27097,rural,0,0
6148,46,F,16,15660,suburban,0,0
6149,73,M,16,9617,urban,0,0
6150,55,F,18,18606,suburban,0,0
6151,46,M,5,20384,suburban,0,0
6152,30,F,13,21651,suburban,0,0
6153,78,F,8,14362,urban,0,0
6154,46,M,9,15964,urban,0,0
6155,57,M,1,19434,urban,0,0
6156,60,F,5,16718,urban,0,0
6157,84,M,4,18708,urban,0,0
6158,66,F,1,19803,suburban,1,0
6159,32,M,7,22676,suburban,0,0
6160,35,M,6,14676,suburban,0,0
6161,18,F,19,23070,suburban,2,1
6162,26,F,7,20981,suburban,0,0
6163,21,M,1,18918,urban,0,0
6164,47,F,2,13155,urban,1,0
6165,50,M,21,22815,suburban,1,0
6166,42,F,8,19205,urban,1,0
6167,90,M,10,29552,rural,1,0
6168,43,M,2,36211,rural,0,0
6169,55,F,7,17081,urban,0,0
6170,41,F,17,16720,urban,1,1
6171,35,F,1,13884,suburban,1,0
6172,51,F,8,18046,suburban,0,0
6173,85,F,16,14483,suburban,1,0
6174,42,F,7,21164,suburban,0,0
6175,67,M,1,18206,urban,1,0
6176,29,F,13,22658,suburban,0,0
6177,29,M,4,19256,rural,0,0
6178,56,F,20,26401,rural,0,0
6179,40,F,5,10654,urban,1,1
6180,28,M,4,11020,rural,0,0
6181,24,F,11,9209,urban,0,0
6182,62,M,6,14034,suburban,0,0
6183,62,F,5,19938,rural,2,0
6184,44,M,4,22457,suburban,1,1
6185,62,F,2,23392,suburban,1,0
6186,80,F,0,21297,suburban,1,0
6187,60,M,9,20051,urban,0,0
6188,63,M,3,19965,urban,1,0
6189,19,M,22,12944,urban,0,0
6190,37,F,15,16788,urban,0,0
6191,58,F,7,6882,urban,0,0
6192,95,M,2,16159,suburban,0,0
6193,55,F,14,15362,urban,0,0
6194,24,M,0,19926,suburban,0,0
6195,45,M,3,19211,suburban,1,0
6196,75,M,2,9025,suburban,0,0
6197,21,F,20,15995,urban,0,0
6198,32,M,0,16351,urban,0,0
6199,66,M,12,10464,urban,0,0
6200,25,F,5,18914,rural,0,0
6201,54,F,1,18019,suburban,0,0
6202,60,F,2,13775,urban,0,0
6203,31,F,20,19741,suburban,0,0
6204,45,F,8,25013,suburban,0,0
6205,70,F,0,17581,urban,0,0
6206,32,F,4,22111,suburban,0,0
6207,55,M,0,15373,urban,0,0
6208,26,M,5,14874,urban,0,0
6209,49,F,10,15075,urban,1,0
6210,49,F,6,18496,rural,0,0
6211,33,M,5,15638,suburban,0,0
6212,69,F,1,27560,rural,0,0
6213,33,M,0,20640,urban,0,0
6214,62,M,10,17709,urban,0,0
6215,68,F,10,14727,suburban,1,0
6216,64,M,8,11361,urban,0,0
6217,59,M,4,14996,suburban,0,0
6218,67,F,1,21487,rural,1,0
6219,52,F,2,17014,suburban,0,0
6220,98,F,9,11990,urban,0,0
6221,69,M,1,20414,suburban,0,0
6222,72,M,5,17072,rural,0,0
6223,50,F,12,10838,suburban,0,0
6224,62,M,20,24642,rural,0,0
6225,45,F,0,17358,rural,0,0
6226,78,F,5,27908,rural,0,0
6227,89,F,9,14116,urban,1,1
6228,55,F,30,23066,suburban,0,0
6229,66,M,13,13532,urban,0,0
6230,80,M,0,13876,suburban,0,0
6231,49,M,2,15479,urban,1,0
6232,26,M,9,14043,rural,0,0
6233,47,F,10,11914,suburban,0,0
6234,72,F,1,19216,suburban,1,0
6235,76,F,13,13764,urban,0,1
6236,45,M,2,19490,rural,0,0
6237,74,F,19,5722,urban,0,0
6238,24,F,7,23529,suburban,1,0
6239,52,F,10,24285,rural,0,0
6240,27,M,2,18182,rural,0,0
6241,43,F,8,16680,urban,0,0
6242,18,F,12,15882,suburban,0,1
6243,23,F,18,14254,suburban,1,0
6244,43,M,3,15427,urban,0,0
6245,66,M,21,11337,urban,0,0
6246,61,M,3,22185,suburban,1,0
6247,60,F,13,13257,urban,0,0
6248,30,M,10,19309,rural,0,0
6249,50,M,7,24694,suburban,0,0
6250,19,M,8,17610,suburban,1,0
6251,28,M,7,14358,suburban,0,0
6252,56,F,5,15069,suburban,0,0
